,org_type_x,org_name_x,match_name,match_type,org_rbz_x,org_prv_x,match_rbz,area,rkm,year,cholera,population,o_craft_1849,o_ind_1849,o_serv_1849,o_agr_1849,rural_county
4766,Landkreis,Ruppin,RUPPIN,0,Potsdam (excl. Berlin),Brandenburg,POT,1785.1674,17.32,1862,0,73647,3611,1579,7864,22287,1
4767,Landkreis,Teltow,TELTOW,0,Potsdam (excl. Berlin),Brandenburg,POT,1679.4602,74.940002,1862,2,81124,3322,1731,8610,25886,1
4768,Landkreis,Templin,TEMPLIN,0,Potsdam (excl. Berlin),Brandenburg,POT,1467.6155,0.0,1862,2,48672,2014,677,7033,16389,1
4769,Landkreis,West-Havelland,WESTHAVELLAND,0,Potsdam (excl. Berlin),Brandenburg,POT,1311.3241,31.34,1862,0,65459,4176,4520,9834,28262,1
4770,Landkreis,West-Priegnitz,WESTPRIGNITZ,0,Potsdam (excl. Berlin),Brandenburg,POT,1475.2894,60.029999,1862,27,70205,3996,357,12290,25069,1
4771,Landkreis,Zauche-Belzig,ZAUCH-BELZIG,0,Potsdam (excl. Berlin),Brandenburg,POT,1943.7828,30.35,1862,1,65707,2983,1752,8453,23985,1
4772,Landkreis,Anklam,ANKLAM,0,Stettin,Pommern,STE,639.64667,0.0,1862,1,31045,1512,249,4212,14889,1
4773,Landkreis,Demmin,DEMMIN,0,Stettin,Pommern,STE,974.71973,0.0,1862,22,47153,3171,620,8096,21614,1
4774,Landkreis,Greifenberg,GREIFENBERG,0,Stettin,Pommern,STE,711.19867,0.0,1862,0,37481,1590,143,4287,20834,1
4775,Landkreis,Greiffenhagen,GREIFENHAGEN,0,Stettin,Pommern,STE,969.85913,3.77,1862,16,51527,2136,588,7040,21133,1
4776,Landkreis,Kammin,KAMMIN,0,Stettin,Pommern,STE,1160.4441,0.0,1862,0,43594,1459,116,3634,25102,1
4777,Landkreis,Naugard,NAUGARD,0,Stettin,Pommern,STE,1276.3495,10.85,1862,0,55364,2185,766,4643,27096,1
4778,Landkreis,Pyritz,PYRITZ,0,Stettin,Pommern,STE,1044.995,29.0,1862,0,43113,1313,286,6667,31194,1
4779,Landkreis,Randow,RANDOW,0,Stettin,Pommern,STE,1317.2736,55.509998,1862,0,74685,8315,1379,20518,50031,1
4780,Landkreis,Regenwalde,REGENWALDE,0,Stettin,Pommern,STE,1118.0631,31.18,1862,1,49047,1595,364,3781,29237,1
4781,Landkreis,Saazig,SAATZIG,0,Stettin,Pommern,STE,1248.4957,47.669998,1862,0,62030,2566,311,8340,28326,1
4782,Stadtkreis,Stettin,STETTIN,2,Stettin,Pommern,STE,47.838242,10.0,1862,70,59743,8315,1379,20518,50031,0
4783,Landkreis,Ukermünde,UCKERMUNDE,0,Stettin,Pommern,STE,828.60785,0.0,1862,0,44196,2256,461,8478,7822,1
4784,Landkreis,Usedom-Wollin,USEDOM-WOLLIN,0,Stettin,Pommern,STE,668.23584,0.0,1862,0,39380,2149,227,4478,10821,1
4785,Landkreis,Franzburg,FRANZBURG,0,Stralsund,Pommern,STR,1109.5015,0.0,1862,54,62458,3772,895,10229,21933,1
4786,Landkreis,Greifswald,GREIFSWALD,0,Stralsund,Pommern,STR,981.33313,0.0,1862,20,48663,3032,465,8471,13753,1
4787,Landkreis,Grimme,GRIMMEN,0,Stralsund,Pommern,STR,973.65936,0.0,1862,83,41356,1628,440,8834,21233,1
4788,Landkreis,Rügen,RUGEN,0,Stralsund,Pommern,STR,997.67908,0.0,1862,0,45995,2000,297,4218,26779,1
4789,Landkreis,Bernkastel,BERNKASTEL,0,Trier,Rheinland,TRI,697.20111,0.0,1862,0,44044,2508,643,5196,27074,1
4790,Landkreis,Bitburg,BITBURG,0,Trier,Rheinland,TRI,770.61505,0.0,1862,0,44344,1819,455,4842,24300,1
4791,Landkreis,Daun,DAUN,0,Trier,Rheinland,TRI,592.07428,0.0,1862,0,26398,950,113,1076,20881,1
4792,Landkreis,Merzig,MERZIG,0,Trier,Rheinland,TRI,440.82913,20.940001,1862,0,38474,1973,711,6502,15731,1
4793,Landkreis,Ottweiler,OTTWEILER,0,Trier,Rheinland,TRI,321.0899,24.860001,1862,0,47338,1448,449,2397,15792,1
4794,Landkreis,Prüm,PRUM,0,Trier,Rheinland,TRI,925.51904,0.0,1862,0,35832,1281,250,4045,20313,1
4795,Landkreis,Saarbrücken,SAARBRUCKEN,0,Trier,Rheinland,TRI,380.85938,36.150002,1862,3,71853,2122,1553,4573,9322,1
4796,Landkreis,Saarburg,SAARBURG,0,Trier,Rheinland,TRI,477.44925,23.5,1862,0,31432,1319,73,3796,20641,1
4797,Landkreis,Saarlouis,SAARLOUIS,0,Trier,Rheinland,TRI,434.62903,15.82,1862,0,54374,2591,1469,5277,19400,1
4798,Landkreis,St. Wendel,SANKT WENDEL,0,Trier,Rheinland,TRI,545.73041,25.83,1862,0,42191,2110,177,2864,26759,1
4799,Landkreis,Trier,TRIER,1,Trier,Rheinland,TRI,951.87201,18.379999,1862,4,62358,1862,1392,4183,42747,1
4800,Stadtkreis,Trier,TRIER,2,Trier,Rheinland,TRI,58.747044,20.6,1862,234,39124,2982,703,3176,3624,0
4801,Landkreis,Wittlich,WITTLICH,0,Trier,Rheinland,TRI,627.72272,0.0,1862,1,36787,1745,127,3136,26615,1
4802,Landkreis,Aachen,AACHEN,1,Aachen,Rheinland,AAC,363.84564,43.689999,1861,1,80799,3319,7080,10270,11407,1
4803,Stadtkreis,Aachen,AACHEN,2,Aachen,Rheinland,AAC,42.025661,10.7,1861,11,58553,4469,19775,6222,3507,0
4804,Landkreis,Düren,DUREN,0,Aachen,Rheinland,AAC,544.58789,22.370001,1861,0,58824,2729,4574,5703,29154,1
4805,Landkreis,Erkelenz,ERKELENZ,0,Aachen,Rheinland,AAC,268.38068,11.45,1861,0,39203,1898,1334,2843,22968,1
4806,Landkreis,Eupen,EUPEN,0,Aachen,Rheinland,AAC,166.11438,9.8699999,1861,0,23740,1498,4546,1343,3895,1
4807,Landkreis,Geilenkirchen,GEILENKIRCHEN,0,Aachen,Rheinland,AAC,194.24429,17.32,1861,0,26616,1412,1912,2010,13674,1
4808,Landkreis,Heinsberg,HEINSBERG,0,Aachen,Rheinland,AAC,240.07663,0.0,1861,0,35642,1815,1187,4226,19783,1
4809,Landkreis,Jülich,JULICH,0,Aachen,Rheinland,AAC,305.40082,0.0,1861,0,40052,2304,273,6503,21175,1
4810,Landkreis,Malmedy,MALMEDY,0,Aachen,Rheinland,AAC,846.38593,0.0,1861,0,30964,1157,475,6401,21950,1
4811,Landkreis,Montjoie,MONTJOIE,0,Aachen,Rheinland,AAC,341.20419,0.0,1861,1,20367,793,2642,1805,5920,1
4812,Landkreis,Schleiden,SCHLEIDEN,0,Aachen,Rheinland,AAC,794.40491,0.0,1861,0,40218,1446,695,4855,21314,1
4813,Landkreis,Altena,ALTENA,0,Arnsberg,Westfalen,ARN,638.38287,30.049999,1861,2,49592,3584,3596,3434,15602,1
4814,Landkreis,Arnsberg,ARNSBERG,0,Arnsberg,Westfalen,ARN,681.24225,0.0,1861,5,36081,2329,1330,3850,13693,1
4815,Landkreis,Bochum,BOCHUM,0,Arnsberg,Westfalen,ARN,338.30588,60.259998,1861,46,83589,3062,2257,5307,14157,1
4816,Landkreis,Brilon,BRILON,0,Arnsberg,Westfalen,ARN,791.71405,0.0,1861,0,38909,2412,638,4651,10222,1
4817,Landkreis,Dortmund,DORTMUND,0,Arnsberg,Westfalen,ARN,440.67749,26.59,1861,0,86298,3935,2898,5991,16745,1
4818,Landkreis,Hagen,HAGEN,0,Arnsberg,Westfalen,ARN,402.83899,40.830002,1861,39,91739,5990,9619,7927,12377,1
4819,Landkreis,Hamm,HAMM,0,Arnsberg,Westfalen,ARN,448.7348,59.799999,1861,0,52523,3375,632,5514,16993,1
4820,Landkreis,Iserlohn,ISERLOHN,0,Arnsberg,Westfalen,ARN,331.11041,11.35,1861,0,46207,3038,7583,3102,7015,1
4821,Landkreis,Lippstadt,LIPPSTADT,0,Arnsberg,Westfalen,ARN,497.013,27.34,1861,0,34403,2068,723,3186,15448,1
4822,Landkreis,Meschede,MESCHEDE,0,Arnsberg,Westfalen,ARN,772.76227,9.1899996,1861,0,32275,1524,533,4009,16165,1
4823,Landkreis,Olpe,OLPE,0,Arnsberg,Westfalen,ARN,599.66705,21.09,1861,0,28830,1332,524,2672,12378,1
4824,Landkreis,Siegen,SIEGEN,0,Arnsberg,Westfalen,ARN,667.25983,44.330002,1861,0,51674,2875,4377,3790,19098,1
4825,Landkreis,Soest,SOEST,0,Arnsberg,Westfalen,ARN,521.68372,41.580002,1861,0,47895,2737,663,5445,19363,1
4826,Landkreis,Wittgenstein,WITTGENSTEIN,0,Arnsberg,Westfalen,ARN,487.72299,0.0,1861,0,21431,1480,2434,3078,8746,1
4827,Stadtkreis,Berlin,BERLIN,2,Berlin,Brandenburg,BER,129.61664,12.58,1861,120,524945,42394,26913,64753,6064,0
4828,Stadtkreis,Breslau,BRESLAU,2,Breslau,Schlesien,BRE,30.774879,7.3000002,1861,100,138651,14243,4347,31715,36355,0
4829,Landkreis,Breslau,BRESLAU,1,Breslau,Schlesien,BRE,722.56549,59.139999,1861,9,69088,14243,4347,31715,36355,1
4830,Landkreis,Brieg,BRIEG,0,Breslau,Schlesien,BRE,646.76257,40.220001,1861,1,49518,2808,759,5553,23822,1
4831,Landkreis,Frankenstein,FRANKENSTEIN,0,Breslau,Schlesien,BRE,491.03024,8.5100002,1861,0,50364,2683,1121,4775,21754,1
4832,Landkreis,Glatz-Neurode,GLATZ-NEURODE,0,Breslau,Schlesien,BRE,858.8374,0.0,1861,0,101617,5485,8945,9957,23652,1
4833,Landkreis,Wartenberg,GROSS WARTENBERG,0,Breslau,Schlesien,BRE,903.31616,0.0,1861,0,49791,1675,595,7212,30653,1
4834,Landkreis,Guhrau,GUHRAU,0,Breslau,Schlesien,BRE,684.7182,4.2800002,1861,0,38020,2233,249,4740,21753,1
4835,Landkreis,Habelschwerdt,HABELSCHWERDT,0,Breslau,Schlesien,BRE,770.5437,0.0,1861,0,54053,6512,4634,6211,20538,1
4836,Landkreis,Militsch,MILITSCH,0,Breslau,Schlesien,BRE,948.57391,18.23,1861,0,55215,2261,427,7115,35412,1
4837,Landkreis,Münsterberg,MUNSTERBERG,0,Breslau,Schlesien,BRE,330.37555,0.0,1861,0,34135,1841,222,4919,17926,1
4838,Landkreis,Namslau,NAMSLAU,0,Breslau,Schlesien,BRE,600.1817,0.0,1861,0,34935,1324,327,4407,19596,1
4839,Landkreis,Neumarkt,NEUMARKT,0,Breslau,Schlesien,BRE,714.2644,49.029999,1861,0,56784,3114,294,7697,30589,1
4840,Landkreis,Nimptsch,NIMPTSCH,0,Breslau,Schlesien,BRE,390.02826,0.0,1861,0,29561,1635,469,5170,22814,1
4841,Landkreis,Ohlau,OHLAU,0,Breslau,Schlesien,BRE,650.58685,18.379999,1861,0,51988,2104,547,7178,31930,1
4842,Landkreis,Oels,OLS,0,Breslau,Schlesien,BRE,930.80249,0.0,1861,0,61295,2352,966,7084,36014,1
4843,Landkreis,Reichenbach,REICHENBACH,0,Breslau,Schlesien,BRE,364.46991,21.99,1861,0,62373,2957,18852,5224,15180,1
4844,Landkreis,Schweidnitz,SCHWEIDNITZ,0,Breslau,Schlesien,BRE,564.48444,47.68,1861,0,73913,4543,4341,9693,29732,1
4845,Landkreis,Steinau,STEINAU,0,Breslau,Schlesien,BRE,418.30215,0.0,1861,0,24846,1167,249,3497,11799,1
4846,Landkreis,Strehlen,STREHLEN,0,Breslau,Schlesien,BRE,324.99878,0.0,1861,0,31924,1750,979,3419,16199,1
4847,Landkreis,Striegau,STRIEGAU,0,Breslau,Schlesien,BRE,320.76361,15.22,1861,0,32795,2038,314,3626,14121,1
4848,Landkreis,Trebnitz,TREBNITZ,0,Breslau,Schlesien,BRE,806.15558,27.27,1861,0,53563,2079,784,7401,37348,1
4849,Landkreis,Waldenburg,WALDENBURG,0,Breslau,Schlesien,BRE,372.39349,9.6400003,1861,0,73816,4135,8512,6691,13249,1
4850,Landkreis,Wohlau,WOHLAU,0,Breslau,Schlesien,BRE,784.6214,0.0,1861,0,49819,2159,448,6775,27725,1
4851,Landkreis,Bromberg,BROMBERG,0,Bromberg,Posen,BRO,1479.2935,70.800003,1861,12,77085,3200,659,9894,23131,1
4852,Landkreis,Chodziesen/Kolmar in Posen,CHODZIESEN,0,Bromberg,Posen,BRO,1100.0387,27.120001,1861,0,51173,1697,464,6067,30692,1
4853,Landkreis,Taschrnikow,CZARNIKAU,0,Bromberg,Posen,BRO,1643.0693,68.540001,1861,9,65953,1517,676,8831,24991,1
4854,Landkreis,Gnesen,GNESEN,0,Bromberg,Posen,BRO,1188.152,0.0,1861,0,54319,1523,155,5039,37868,1
4855,Landkreis,Inowraclaw/Hohensalza,INOWRAZLAW,0,Bromberg,Posen,BRO,1664.5381,9.6400003,1861,0,66480,1875,228,7202,50528,1
4856,Landkreis,Mogilnow,MOGILNO,0,Bromberg,Posen,BRO,947.27362,0.0,1861,0,39613,1118,118,4121,27573,1
4857,Landkreis,Schubin,SCHUBIN,0,Bromberg,Posen,BRO,1134.0958,0.0,1861,3,53245,1626,463,4514,31779,1
4858,Landkreis,Wirsitz,WIRSITZ,0,Bromberg,Posen,BRO,1177.5817,50.459999,1861,0,55774,1696,320,3610,34553,1
4859,Landkreis,Wongrowiz,WONGROWITZ,0,Bromberg,Posen,BRO,1271.9598,0.0,1861,0,53333,1081,253,3032,37654,1
4860,Landkreis,Berent,BERENT,0,Danzig,Preussen,DAN,1261.4812,0.0,1861,0,38767,600,98,3222,27556,1
4861,Stadtkreis,Danzig,DANZIG,2,Danzig,Preussen,DAN,959.78027,11.9,1861,290,72280,5895,696,17470,2916,0
4862,Landkreis,Danzig,DANZIG,1,Danzig,Preussen,DAN,118.29139,26.360001,1861,87,69242,1269,275,10538,34531,1
4863,Landkreis,Elbing,ELBING,0,Danzig,Preussen,DAN,633.5423,23.73,1861,12,60852,3449,1068,9217,26169,1
4864,Landkreis,Carthaus,KARTHAUS,0,Danzig,Preussen,DAN,1399.6865,0.0,1861,1,51348,404,115,3163,36549,1
4865,Landkreis,Marienburg,MARIENBURG,0,Danzig,Preussen,DAN,804.74951,37.279999,1861,2,56131,2327,219,10621,27424,1
4866,Landkreis,Neustadt,NEUSTADT,0,Danzig,Preussen,DAN,1463.071,0.0,1861,2,55053,961,256,5653,35288,1
4867,Landkreis,Stargard,PREUSSISCH STARGARD,0,Danzig,Preussen,DAN,1429.2941,39.919998,1861,0,60431,1425,698,7496,31499,1
4868,Stadtkreis,Barmen,BARMEN,2,Düsseldorf,Rheinland,DUS,5.5828342,3.0999999,1861,126,49772,11181,33004,12106,12238,0
4869,Stadtkreis,Duisburg,DUISBURG,2,Düsseldorf,Rheinland,DUS,33.988003,6.5,1861,47,13410,7183,6710,12498,29581,0
4870,Landkreis,Düsseldorf,DUSSELDORF,0,Düsseldorf,Rheinland,DUS,402.24091,45.950001,1861,1,92783,6792,3771,12509,24372,1
4871,Stadtkreis,Elberfeld,ELBERFELD,2,Düsseldorf,Rheinland,DUS,20.735012,4.3000002,1861,589,56293,11181,33004,12106,12238,0
4872,Landkreis,Essen,ESSEN,1,Düsseldorf,Rheinland,DUS,225.52451,0.0,1861,0,56731,7183,6710,12498,29581,1
4873,Stadtkreis,Essen,ESSEN,2,Düsseldorf,Rheinland,DUS,21.161785,0.0,1861,85,20766,7183,6710,12498,29581,0
4874,Landkreis,Geldern,GELDERN,0,Düsseldorf,Rheinland,DUS,552.01624,0.0,1861,0,48155,5683,3929,11578,55951,1
4875,Landkreis,Gladbach,GLADBACH,0,Düsseldorf,Rheinland,DUS,251.02336,29.370001,1861,0,81756,3478,29518,4020,18140,1
4876,Landkreis,Grevenbroich,GREVENBROICH,0,Düsseldorf,Rheinland,DUS,237.37686,6.4000001,1861,0,38866,1689,3088,2908,13205,1
4877,Landkreis,Kempen,KEMPEN,0,Düsseldorf,Rheinland,DUS,387.43039,0.0,1861,0,74998,3302,8644,6692,20932,1
4878,Landkreis,Kleve,KLEVE,0,Düsseldorf,Rheinland,DUS,496.72119,0.0,1861,0,48795,3595,750,8458,22765,1
4879,Landkreis,Krefeld,KREFELD,0,Düsseldorf,Rheinland,DUS,187.99413,24.33,1861,0,77250,3979,22689,7123,11130,1
4880,Landkreis,Lennep,LENNEP,0,Düsseldorf,Rheinland,DUS,335.26407,0.0,1861,0,75090,4221,11014,5284,11354,1
4881,Landkreis,Mettmann,METTMANN,0,Düsseldorf,Rheinland,DUS,297.76022,49.939999,1861,0,50393,11181,33004,12106,12238,1
4882,Landkreis,Moers,MORS,0,Düsseldorf,Rheinland,DUS,553.09344,9.79,1861,0,58774,5683,3929,11578,55951,1
4883,Landkreis,Mülheim an der Ruhr,MULHEIM AN DER RUHR,1,Düsseldorf,Rheinland,DUS,438.19028,15.06,1861,0,84961,7183,6710,12498,29581,1
4884,Landkreis,Neuss,NEUSS,0,Düsseldorf,Rheinland,DUS,297.34763,12.72,1861,0,40869,2212,954,5149,18908,1
4885,Landkreis,Rees,REES,0,Düsseldorf,Rheinland,DUS,564.99677,45.950001,1861,0,53634,3600,719,6438,21426,1
4886,Landkreis,Solingen,SOLINGEN,0,Düsseldorf,Rheinland,DUS,311.66,12.8,1861,0,81624,6911,3908,6730,17918,1
4887,Landkreis,Erfurt,ERFURT,0,Erfurt,Sachsen,ERF,358.40866,10.54,1861,0,52791,4712,2975,8277,16653,1
4888,Landkreis,Heiligenstadt,HEILIGENSTADT,0,Erfurt,Sachsen,ERF,451.60461,0.0,1861,0,41459,3602,7649,5842,10972,1
4889,Landkreis,Langesalza,LANGENSALZA,0,Erfurt,Sachsen,ERF,415.54672,0.0,1861,0,33793,1939,1657,3753,14326,1
4890,Landkreis,Mühlhausen,MUHLHAUSEN,0,Erfurt,Sachsen,ERF,436.12027,0.0,1861,0,48658,4302,6796,4751,10299,1
4891,Landkreis,Nordhausen,NORDHAUSEN,0,Erfurt,Sachsen,ERF,487.02151,0.0,1861,0,60835,4513,8334,5893,9552,1
4892,Landkreis,Schleusingen,SCHLEUSINGEN,0,Erfurt,Sachsen,ERF,451.68115,0.0,1861,0,36695,2910,2587,3865,4685,1
4893,Landkreis,Weissensee,WEISSENSEE,0,Erfurt,Sachsen,ERF,267.61932,0.0,1861,0,26506,1259,997,3189,14808,1
4894,Landkreis,Worbis,WORBIS,0,Erfurt,Sachsen,ERF,466.18008,0.0,1861,3,44046,2022,7061,5133,11759,1
4895,Landkreis,Ziegenrück,ZIEGENRUCK,0,Erfurt,Sachsen,ERF,212.64331,0.0,1861,0,14312,806,390,972,5935,1
4896,Landkreis,Arnswalde,ARNSWALDE,0,Frankfurt,Brandenburg,FRA,1310.5909,32.240002,1861,0,42892,1563,594,5359,21987,1
4897,Stadtkreis,Frankfurt a. O.,FRANKFURT,2,Frankfurt,Brandenburg,FRA,71.989998,8.1999998,1861,34,34253,2942,713,10215,6115,0
4898,Landkreis,Friedeberg,FRIEDEBERG,0,Frankfurt,Brandenburg,FRA,1092.1874,60.029999,1861,6,55028,2445,512,7294,23296,1
4899,Landkreis,Guben,GUBEN,0,Frankfurt,Brandenburg,FRA,1132.7179,62.52,1861,2,54276,2440,1518,4925,25815,1
4900,Landkreis,Kalau,KALAU,0,Frankfurt,Brandenburg,FRA,1001.8724,0.0,1861,0,46897,2202,724,4240,28522,1
4901,Landkreis,Königsberg N./M.,KONIGSBERG,0,Frankfurt,Brandenburg,FRA,1591.548,10.54,1861,0,88169,3946,1165,13348,32581,1
4902,Landkreis,Kottbus,KOTTBUS,0,Frankfurt,Brandenburg,FRA,855.21637,0.0,1861,0,58449,2064,2067,4448,30775,1
4903,Landkreis,Krossen,KROSSEN,0,Frankfurt,Brandenburg,FRA,1325.6721,3.46,1861,0,56782,2658,1929,7511,26452,1
4904,Landkreis,Landsberg a. W.,LANDSBERG,0,Frankfurt,Brandenburg,FRA,1195.2327,59.5,1861,1,75022,2795,774,9546,29713,1
4905,Landkreis,Lebus,LEBUS,0,Frankfurt,Brandenburg,FRA,1542.9645,85.150002,1861,7,86197,3693,874,11762,33701,1
4906,Landkreis,Lübben,LUBBEN,0,Frankfurt,Brandenburg,FRA,979.39185,0.0,1861,7,32750,1473,310,3665,17426,1
4907,Landkreis,Luckau,LUCKAU,0,Frankfurt,Brandenburg,FRA,1314.0967,0.0,1861,0,57683,2972,2386,5560,28445,1
4908,Landkreis,Soldin,SOLDIN,0,Frankfurt,Brandenburg,FRA,1180.5973,0.0,1861,0,47292,1893,570,6537,18085,1
4909,Landkreis,Sorau,SORAU,0,Frankfurt,Brandenburg,FRA,1234.7571,31.860001,1861,0,74592,3260,3588,8344,30790,1
4910,Landkreis,Spremberg,SPREMBERG,0,Frankfurt,Brandenburg,FRA,309.24048,0.0,1861,0,17857,655,712,1263,8430,1
4911,Landkreis,Sternberg,STERNBERG,0,Frankfurt,Brandenburg,FRA,2233.1597,0.0,1861,0,87910,2987,2023,11200,35151,1
4912,Landkreis,Züllichau,ZULLICHAU-SCHWIEBUS,0,Frankfurt,Brandenburg,FRA,919.37866,0.0,1861,0,45374,1958,2138,4474,17141,1
4913,Landkreis,Angerburg,ANGERBURG,0,Gumbinnen,Preussen,GUM,897.58893,0.0,1861,0,36213,719,719,129,6494,1
4914,Landkreis,Darkehmen,DARKEHMEN,0,Gumbinnen,Preussen,GUM,756.43396,0.0,1861,0,35233,784,784,269,3411,1
4915,Landkreis,Goldap,GOLDAP,0,Gumbinnen,Preussen,GUM,1000.2907,0.0,1861,0,41231,1110,1110,236,4853,1
4916,Landkreis,Gumbinnen,GUMBINNEN,0,Gumbinnen,Preussen,GUM,750.01923,33.740002,1861,0,44404,1379,1379,240,5883,1
4917,Landkreis,Heydekrug,HEYDEKRUG,0,Gumbinnen,Preussen,GUM,814.41882,0.0,1861,0,36528,602,602,42,7015,1
4918,Landkreis,Insterburg,INSTERBURG,0,Gumbinnen,Preussen,GUM,1200.1359,38.639999,1861,0,61081,2106,2106,408,7029,1
4919,Landkreis,Johannisburg,JOHANNISBURG,0,Gumbinnen,Preussen,GUM,1709.0793,0.0,1861,0,40264,1003,1003,135,7610,1
4920,Landkreis,Loetzen,LOTZEN,0,Gumbinnen,Preussen,GUM,925.12585,0.0,1861,0,34359,959,1044,68,5588,1
4921,Landkreis,Lyck,LYCK,0,Gumbinnen,Preussen,GUM,1104.8317,0.0,1861,1,41149,959,959,137,6862,1
4922,Landkreis,Niederung,NIEDERUNG,0,Gumbinnen,Preussen,GUM,879.12756,0.0,1861,0,48905,1245,68,7331,38407,1
4923,Landkreis,Oletzko,OLETZKO,0,Gumbinnen,Preussen,GUM,841.2088,0.0,1861,0,35984,854,117,2918,27178,1
4924,Landkreis,Pillkallen,PILLKALLEN,0,Gumbinnen,Preussen,GUM,1074.7598,0.0,1861,0,44450,1112,88,6217,30945,1
4925,Landkreis,Ragnit,RAGNIT,0,Gumbinnen,Preussen,GUM,1232.499,0.0,1861,2,49651,870,154,3120,26349,1
4926,Landkreis,Sensburg,SENSBURG,0,Gumbinnen,Preussen,GUM,1232.1356,0.0,1861,2,42165,945,116,8150,34224,1
4927,Landkreis,Stallupönen,STALLUPONEN,0,Gumbinnen,Preussen,GUM,711.96356,21.99,1861,0,42054,1182,170,2861,22963,1
4928,Landkreis,Tilsit,TILSIT,0,Gumbinnen,Preussen,GUM,839.20313,0.0,1861,0,58082,2457,614,10233,33897,1
4929,Landkreis,Adenau,ADENAU,0,Koblenz,Rheinland,KOB,544.65289,0.0,1861,0,22170,1038,383,1645,12453,1
4930,Landkreis,Ahrweiler,AHRWEILER,0,Koblenz,Rheinland,KOB,355.23734,22.6,1861,0,34036,1674,312,2915,17999,1
4931,Landkreis,Altenkirchen,ALTENKIRCHEN,0,Koblenz,Rheinland,KOB,614.33118,36.830002,1861,0,43014,1470,736,3073,31471,1
4932,Landkreis,Koblenz,KOBLENZ,0,Koblenz,Rheinland,KOB,314.8132,23.200001,1861,0,64353,5453,1035,10332,17204,1
4933,Landkreis,Kochem,KOCHEM,0,Koblenz,Rheinland,KOB,496.41199,0.0,1861,0,34714,1538,207,3698,19327,1
4934,Landkreis,Kreuznach,KREUZNACH,0,Koblenz,Rheinland,KOB,577.3103,54.75,1861,0,57800,3915,1485,6362,27227,1
4935,Landkreis,Mayen,MAYEN,0,Koblenz,Rheinland,KOB,600.11829,11.87,1861,0,53485,3171,498,4608,23959,1
4936,Landkreis,Neuwied,NEUWIED,0,Koblenz,Rheinland,KOB,581.5296,0.0,1861,0,66944,3302,1206,8906,33956,1
4937,Landkreis,St. Goar,SANKT GOAR,0,Koblenz,Rheinland,KOB,460.39343,48.360001,1861,0,36243,1936,295,3663,20486,1
4938,Landkreis,Simmern,SIMMERN,0,Koblenz,Rheinland,KOB,571.91144,0.0,1861,0,36643,2424,184,3215,22286,1
4939,Landkreis,Wetzlar,WETZLAR,0,Koblenz,Rheinland,KOB,514.62891,0.0,1861,0,43515,2694,213,4082,25084,1
4940,Landkreis,Zell,ZELL,0,Koblenz,Rheinland,KOB,392.50903,0.0,1861,0,28183,1937,343,1826,18651,1
4941,Landkreis,Bergheim,BERGHEIM,0,Köln,Rheinland,KOL,367.23053,15.67,1861,0,40168,1972,373,5226,23620,1
4942,Landkreis,Bonn,BONN,0,Köln,Rheinland,KOL,309.73428,25.23,1861,0,60343,3713,1279,7128,27376,1
4943,Landkreis,Euskirchen,EUSKIRCHEN,0,Köln,Rheinland,KOL,380.84546,0.0,1861,0,35477,1767,560,3183,16749,1
4944,Landkreis,Gummersbach,GUMMERSBACH,0,Köln,Rheinland,KOL,365.44989,0.0,1861,0,30622,2650,799,3422,15826,1
4945,Stadtkreis,Köln,KOLN,2,Köln,Rheinland,KOL,11.04462,4.5,1861,125,113083,10927,3593,15755,5063,0
4946,Landkreis,Köln,KOLN,1,Köln,Rheinland,KOL,454.67938,60.040001,1861,1,63602,2655,1392,4942,35556,1
4947,Landkreis,Mühlheim am Rhein,MULHEIM,0,Köln,Rheinland,KOL,396.60562,17.85,1861,0,50015,2307,3195,5507,22898,1
4948,Landkreis,Rheinbach,RHEINBACH,0,Köln,Rheinland,KOL,408.28796,0.0,1861,0,31502,1708,386,2541,14159,1
4949,Landkreis,Siegkreis,SIEGKREIS,0,Köln,Rheinland,KOL,750.3269,38.34,1861,0,82904,3236,1144,10171,48766,1
4950,Landkreis,Waldbroel,WALDBROL,0,Köln,Rheinland,KOL,309.85379,11.98,1861,0,21521,798,121,1371,7612,1
4951,Landkreis,Wipperfürth,WIPPERFURTH,0,Köln,Rheinland,KOL,332.58902,0.0,1861,0,28259,1365,665,2937,17581,1
4952,Landkreis,Allenstein,ALLENSTEIN,0,Königsberg,Preussen,KON,1351.266,0.0,1861,0,47901,1159,324,5994,25496,1
4953,Landkreis,Braunsberg,BRAUNSBERG,0,Königsberg,Preussen,KON,942.28241,20.34,1861,0,48755,2338,252,6848,26818,1
4954,Landkreis,Fischhausen,FISCHHAUSEN,0,Königsberg,Preussen,KON,1079.0017,0.0,1861,2,42666,1322,79,3534,24961,1
4955,Landkreis,Friedland,FRIEDLAND,0,Königsberg,Preussen,KON,928.65039,0.0,1861,1,40760,1649,204,5236,26630,1
4956,Landkreis,Gerdauen,GERDAUEN,0,Königsberg,Preussen,KON,857.07208,0.0,1861,15,35485,1071,120,5226,27410,1
4957,Landkreis,Heiligenbeil,HEILIGENBEIL,0,Königsberg,Preussen,KON,913.43024,42.779999,1861,0,42371,1756,245,5144,22348,1
4958,Landkreis,Heilsberg,HEILSBERG,0,Königsberg,Preussen,KON,1094.4568,0.0,1861,0,50600,1388,195,7436,32571,1
