,org_type_x,org_name_x,match_name,match_type,org_rbz_x,org_prv_x,match_rbz,area,rkm,year,cholera,population,o_craft_1849,o_ind_1849,o_serv_1849,o_agr_1849,rural_county
3136,Landkreis,Bromberg,BROMBERG,0,Bromberg,Posen,BRO,1479.2935,80.589996,1866,800,85785,3200,659,9894,23131,1
3137,Landkreis,Chodziesen/Kolmar in Posen,CHODZIESEN,0,Bromberg,Posen,BRO,1100.0387,27.120001,1866,939,52217,1697,464,6067,30692,1
3138,Landkreis,Taschrnikow,CZARNIKAU,0,Bromberg,Posen,BRO,1643.0693,68.540001,1866,844,68763,1517,676,8831,24991,1
3139,Landkreis,Gnesen,GNESEN,0,Bromberg,Posen,BRO,1188.152,0.0,1866,1003,55363,1523,155,5039,37868,1
3140,Landkreis,Inowraclaw/Hohensalza,INOWRAZLAW,0,Bromberg,Posen,BRO,1664.5381,9.6400003,1866,505,72206,1875,228,7202,50528,1
3141,Landkreis,Mogilnow,MOGILNO,0,Bromberg,Posen,BRO,947.27362,0.0,1866,300,43023,1118,118,4121,27573,1
3142,Landkreis,Schubin,SCHUBIN,0,Bromberg,Posen,BRO,1134.0958,0.0,1866,1141,55482,1626,463,4514,31779,1
3143,Landkreis,Wirsitz,WIRSITZ,0,Bromberg,Posen,BRO,1177.5817,50.459999,1866,1238,57324,1696,320,3610,34553,1
3144,Landkreis,Wongrowiz,WONGROWITZ,0,Bromberg,Posen,BRO,1271.9598,0.0,1866,1536,54960,1081,253,3032,37654,1
3145,Landkreis,Berent,BERENT,0,Danzig,Preussen,DAN,1261.4812,0.0,1866,67,42924,600,98,3222,27556,1
3146,Stadtkreis,Danzig,DANZIG,2,Danzig,Preussen,DAN,959.78027,11.9,1866,1542,82238,5895,696,17470,2916,0
3147,Landkreis,Danzig,DANZIG,1,Danzig,Preussen,DAN,118.29139,26.360001,1866,562,72536,1269,275,10538,34531,1
3148,Landkreis,Elbing,ELBING,0,Danzig,Preussen,DAN,633.5423,23.73,1866,295,63899,3449,1068,9217,26169,1
3149,Landkreis,Carthaus,KARTHAUS,0,Danzig,Preussen,DAN,1399.6865,0.0,1866,37,56148,404,115,3163,36549,1
3150,Landkreis,Marienburg,MARIENBURG,0,Danzig,Preussen,DAN,804.74951,37.279999,1866,64,58503,2327,219,10621,27424,1
3151,Landkreis,Neustadt,NEUSTADT,0,Danzig,Preussen,DAN,1463.071,0.0,1866,185,58814,961,256,5653,35288,1
3152,Landkreis,Stargard,PREUSSISCH STARGARD,0,Danzig,Preussen,DAN,1429.2941,39.919998,1866,278,66555,1425,698,7496,31499,1
3153,Stadtkreis,Barmen,BARMEN,2,Düsseldorf,Rheinland,DUS,5.5828342,3.0999999,1866,66,62813,11181,33004,12106,12238,0
3154,Stadtkreis,Duisburg,DUISBURG,2,Düsseldorf,Rheinland,DUS,33.988003,6.5,1866,148,25347,7183,6710,12498,29581,0
3155,Landkreis,Düsseldorf,DUSSELDORF,0,Düsseldorf,Rheinland,DUS,402.24091,45.950001,1866,115,102230,6792,3771,12509,24372,1
3156,Stadtkreis,Elberfeld,ELBERFELD,2,Düsseldorf,Rheinland,DUS,20.735012,4.3000002,1866,200,63437,11181,33004,12106,12238,0
3157,Landkreis,Essen,ESSEN,1,Düsseldorf,Rheinland,DUS,225.52451,61.759998,1866,789,68756,7183,6710,12498,29581,1
3158,Stadtkreis,Essen,ESSEN,2,Düsseldorf,Rheinland,DUS,21.161785,5.8000002,1866,632,43463,7183,6710,12498,29581,0
3159,Landkreis,Geldern,GELDERN,0,Düsseldorf,Rheinland,DUS,552.01624,33.439999,1866,0,54018,5683,3929,11578,55951,1
3160,Landkreis,Gladbach,GLADBACH,0,Düsseldorf,Rheinland,DUS,251.02336,32.529999,1866,2,88284,3478,29518,4020,18140,1
3161,Landkreis,Grevenbroich,GREVENBROICH,0,Düsseldorf,Rheinland,DUS,237.37686,6.4000001,1866,0,38522,1689,3088,2908,13205,1
3162,Landkreis,Kempen,KEMPEN,0,Düsseldorf,Rheinland,DUS,387.43039,20.190001,1866,0,52844,3302,8644,6692,20932,1
3163,Landkreis,Kleve,KLEVE,0,Düsseldorf,Rheinland,DUS,496.72119,43.77,1866,7,48432,3595,750,8458,22765,1
3164,Landkreis,Krefeld,KREFELD,0,Düsseldorf,Rheinland,DUS,187.99413,24.33,1866,2,72128,3979,22689,7123,11130,1
3165,Landkreis,Lennep,LENNEP,0,Düsseldorf,Rheinland,DUS,335.26407,0.0,1866,6,75990,4221,11014,5284,11354,1
3166,Landkreis,Mettmann,METTMANN,0,Düsseldorf,Rheinland,DUS,297.76022,50.459999,1866,11,52722,11181,33004,12106,12238,1
3167,Landkreis,Moers,MORS,0,Düsseldorf,Rheinland,DUS,553.09344,17.32,1866,12,55970,5683,3929,11578,55951,1
3168,Landkreis,Mülheim an der Ruhr,MULHEIM AN DER RUHR,1,Düsseldorf,Rheinland,DUS,438.19028,67.029999,1866,409,98091,7183,6710,12498,29581,1
3169,Landkreis,Neuss,NEUSS,0,Düsseldorf,Rheinland,DUS,297.34763,39.169998,1866,3,52460,2212,954,5149,18908,1
3170,Landkreis,Rees,REES,0,Düsseldorf,Rheinland,DUS,564.99677,45.950001,1866,41,55463,3600,719,6438,21426,1
3171,Landkreis,Solingen,SOLINGEN,0,Düsseldorf,Rheinland,DUS,311.66,12.8,1866,9,75207,6911,3908,6730,17918,1
3172,Landkreis,Erfurt,ERFURT,0,Erfurt,Sachsen,ERF,358.40866,10.54,1866,986,54430,4712,2975,8277,16653,1
3173,Landkreis,Heiligenstadt,HEILIGENSTADT,0,Erfurt,Sachsen,ERF,451.60461,0.0,1866,1,40346,3602,7649,5842,10972,1
3174,Landkreis,Langesalza,LANGENSALZA,0,Erfurt,Sachsen,ERF,415.54672,0.0,1866,154,33376,1939,1657,3753,14326,1
3175,Landkreis,Mühlhausen,MUHLHAUSEN,0,Erfurt,Sachsen,ERF,436.12027,0.0,1866,13,46817,4302,6796,4751,10299,1
3176,Landkreis,Nordhausen,NORDHAUSEN,0,Erfurt,Sachsen,ERF,487.02151,0.0,1866,24,46230,4513,8334,5893,9552,1
3177,Landkreis,Schleusingen,SCHLEUSINGEN,0,Erfurt,Sachsen,ERF,451.68115,0.0,1866,33,37674,2910,2587,3865,4685,1
3178,Landkreis,Weissensee,WEISSENSEE,0,Erfurt,Sachsen,ERF,267.61932,0.0,1866,220,26909,1259,997,3189,14808,1
3179,Landkreis,Worbis,WORBIS,0,Erfurt,Sachsen,ERF,466.18008,0.0,1866,29,41645,2022,7061,5133,11759,1
3180,Landkreis,Ziegenrück,ZIEGENRUCK,0,Erfurt,Sachsen,ERF,212.64331,0.0,1866,2,14730,806,390,972,5935,1
3181,Landkreis,Arnswalde,ARNSWALDE,0,Frankfurt,Brandenburg,FRA,1310.5909,32.240002,1866,973,43972,1563,594,5359,21987,1
3182,Stadtkreis,Frankfurt a. O.,FRANKFURT,2,Frankfurt,Brandenburg,FRA,71.989998,8.1999998,1866,1380,37832,2942,713,10215,6115,0
3183,Landkreis,Friedeberg,FRIEDEBERG,0,Frankfurt,Brandenburg,FRA,1092.1874,60.029999,1866,558,55208,2445,512,7294,23296,1
3184,Landkreis,Guben,GUBEN,0,Frankfurt,Brandenburg,FRA,1132.7179,62.52,1866,250,58799,2440,1518,4925,25815,1
3185,Landkreis,Kalau,KALAU,0,Frankfurt,Brandenburg,FRA,1001.8724,0.0,1866,48,45924,2202,724,4240,28522,1
3186,Landkreis,Königsberg N./M.,KONIGSBERG,0,Frankfurt,Brandenburg,FRA,1591.548,10.54,1866,1674,88768,3946,1165,13348,32581,1
3187,Landkreis,Kottbus,KOTTBUS,0,Frankfurt,Brandenburg,FRA,855.21637,0.0,1866,119,56253,2064,2067,4448,30775,1
3188,Landkreis,Krossen,KROSSEN,0,Frankfurt,Brandenburg,FRA,1325.6721,3.46,1866,30,58409,2658,1929,7511,26452,1
3189,Landkreis,Landsberg a. W.,LANDSBERG,0,Frankfurt,Brandenburg,FRA,1195.2327,59.5,1866,426,76499,2795,774,9546,29713,1
3190,Landkreis,Lebus,LEBUS,0,Frankfurt,Brandenburg,FRA,1542.9645,85.150002,1866,884,87053,3693,874,11762,33701,1
3191,Landkreis,Lübben,LUBBEN,0,Frankfurt,Brandenburg,FRA,979.39185,0.0,1866,26,38996,1473,310,3665,17426,1
3192,Landkreis,Luckau,LUCKAU,0,Frankfurt,Brandenburg,FRA,1314.0967,0.0,1866,496,57193,2972,2386,5560,28445,1
3193,Landkreis,Soldin,SOLDIN,0,Frankfurt,Brandenburg,FRA,1180.5973,0.0,1866,611,47493,1893,570,6537,18085,1
3194,Landkreis,Sorau,SORAU,0,Frankfurt,Brandenburg,FRA,1234.7571,31.860001,1866,32,78881,3260,3588,8344,30790,1
3195,Landkreis,Spremberg,SPREMBERG,0,Frankfurt,Brandenburg,FRA,309.24048,0.0,1866,0,19532,655,712,1263,8430,1
3196,Landkreis,Sternberg,STERNBERG,0,Frankfurt,Brandenburg,FRA,2233.1597,0.0,1866,532,91234,2987,2023,11200,35151,1
3197,Landkreis,Züllichau,ZULLICHAU-SCHWIEBUS,0,Frankfurt,Brandenburg,FRA,919.37866,0.0,1866,9,48237,1958,2138,4474,17141,1
3198,Landkreis,Angerburg,ANGERBURG,0,Gumbinnen,Preussen,GUM,897.58893,0.0,1866,102,39859,719,719,129,6494,1
3199,Landkreis,Darkehmen,DARKEHMEN,0,Gumbinnen,Preussen,GUM,756.43396,0.0,1866,36,36933,784,784,269,3411,1
3200,Landkreis,Goldap,GOLDAP,0,Gumbinnen,Preussen,GUM,1000.2907,0.0,1866,15,43997,1110,1110,236,4853,1
3201,Landkreis,Gumbinnen,GUMBINNEN,0,Gumbinnen,Preussen,GUM,750.01923,33.740002,1866,214,46828,1379,1379,240,5883,1
3202,Landkreis,Heydekrug,HEYDEKRUG,0,Gumbinnen,Preussen,GUM,814.41882,0.0,1866,8,39580,602,602,42,7015,1
3203,Landkreis,Insterburg,INSTERBURG,0,Gumbinnen,Preussen,GUM,1200.1359,63.57,1866,268,73615,2106,2106,408,7029,1
3204,Landkreis,Johannisburg,JOHANNISBURG,0,Gumbinnen,Preussen,GUM,1709.0793,0.0,1866,96,43812,1003,1003,135,7610,1
3205,Landkreis,Loetzen,LOTZEN,0,Gumbinnen,Preussen,GUM,925.12585,0.0,1866,221,43032,959,1044,68,5588,1
3206,Landkreis,Lyck,LYCK,0,Gumbinnen,Preussen,GUM,1104.8317,0.0,1866,270,44395,959,959,137,6862,1
3207,Landkreis,Niederung,NIEDERUNG,0,Gumbinnen,Preussen,GUM,879.12756,0.0,1866,1,51122,1245,68,7331,38407,1
3208,Landkreis,Oletzko,OLETZKO,0,Gumbinnen,Preussen,GUM,841.2088,0.0,1866,25,39173,854,117,2918,27178,1
3209,Landkreis,Pillkallen,PILLKALLEN,0,Gumbinnen,Preussen,GUM,1074.7598,0.0,1866,21,46068,1112,88,6217,30945,1
3210,Landkreis,Ragnit,RAGNIT,0,Gumbinnen,Preussen,GUM,1232.499,14.61,1866,14,54078,870,154,3120,26349,1
3211,Landkreis,Sensburg,SENSBURG,0,Gumbinnen,Preussen,GUM,1232.1356,0.0,1866,423,45731,945,116,8150,34224,1
3212,Landkreis,Stallupönen,STALLUPONEN,0,Gumbinnen,Preussen,GUM,711.96356,21.99,1866,29,44442,1182,170,2861,22963,1
3213,Landkreis,Tilsit,TILSIT,0,Gumbinnen,Preussen,GUM,839.20313,14.39,1866,157,63751,2457,614,10233,33897,1
3214,Landkreis,Adenau,ADENAU,0,Koblenz,Rheinland,KOB,544.65289,0.0,1866,46,22794,1038,383,1645,12453,1
3215,Landkreis,Ahrweiler,AHRWEILER,0,Koblenz,Rheinland,KOB,355.23734,22.6,1866,15,35104,1674,312,2915,17999,1
3216,Landkreis,Altenkirchen,ALTENKIRCHEN,0,Koblenz,Rheinland,KOB,614.33118,36.830002,1866,0,46237,1470,736,3073,31471,1
3217,Landkreis,Koblenz,KOBLENZ,0,Koblenz,Rheinland,KOB,314.8132,27.870001,1866,403,67298,5453,1035,10332,17204,1
3218,Landkreis,Kochem,KOCHEM,0,Koblenz,Rheinland,KOB,496.41199,0.0,1866,70,35500,1538,207,3698,19327,1
3219,Landkreis,Kreuznach,KREUZNACH,0,Koblenz,Rheinland,KOB,577.3103,54.75,1866,153,59720,3915,1485,6362,27227,1
3220,Landkreis,Mayen,MAYEN,0,Koblenz,Rheinland,KOB,600.11829,11.87,1866,384,54132,3171,498,4608,23959,1
3221,Landkreis,Neuwied,NEUWIED,0,Koblenz,Rheinland,KOB,581.5296,0.0,1866,5,63383,3302,1206,8906,33956,1
3222,Landkreis,St. Goar,SANKT GOAR,0,Koblenz,Rheinland,KOB,460.39343,48.360001,1866,12,37593,1936,295,3663,20486,1
3223,Landkreis,Simmern,SIMMERN,0,Koblenz,Rheinland,KOB,571.91144,0.0,1866,0,36506,2424,184,3215,22286,1
3224,Landkreis,Wetzlar,WETZLAR,0,Koblenz,Rheinland,KOB,514.62891,40.599998,1866,16,44528,2694,213,4082,25084,1
3225,Landkreis,Zell,ZELL,0,Koblenz,Rheinland,KOB,392.50903,0.0,1866,63,29150,1937,343,1826,18651,1
3226,Landkreis,Bergheim,BERGHEIM,0,Köln,Rheinland,KOL,367.23053,15.67,1866,1,40927,1972,373,5226,23620,1
3227,Landkreis,Bonn,BONN,0,Köln,Rheinland,KOL,309.73428,25.23,1866,55,62521,3713,1279,7128,27376,1
3228,Landkreis,Euskirchen,EUSKIRCHEN,0,Köln,Rheinland,KOL,380.84546,24.780001,1866,2,40058,1767,560,3183,16749,1
3229,Landkreis,Gummersbach,GUMMERSBACH,0,Köln,Rheinland,KOL,365.44989,0.0,1866,0,29625,2650,799,3422,15826,1
3230,Stadtkreis,Köln,KOLN,2,Köln,Rheinland,KOL,11.04462,4.5,1866,243,116943,10927,3593,15755,5063,0
3231,Landkreis,Köln,KOLN,1,Köln,Rheinland,KOL,454.67938,62.509998,1866,53,76575,2655,1392,4942,35556,1
3232,Landkreis,Mühlheim am Rhein,MULHEIM,0,Köln,Rheinland,KOL,396.60562,17.85,1866,27,53004,2307,3195,5507,22898,1
3233,Landkreis,Rheinbach,RHEINBACH,0,Köln,Rheinland,KOL,408.28796,0.0,1866,0,31890,1708,386,2541,14159,1
3234,Landkreis,Siegkreis,SIEGKREIS,0,Köln,Rheinland,KOL,750.3269,38.34,1866,5,81950,3236,1144,10171,48766,1
3235,Landkreis,Waldbroel,WALDBROL,0,Köln,Rheinland,KOL,309.85379,11.98,1866,0,21573,798,121,1371,7612,1
3236,Landkreis,Wipperfürth,WIPPERFURTH,0,Köln,Rheinland,KOL,332.58902,0.0,1866,0,28004,1365,665,2937,17581,1
3237,Landkreis,Allenstein,ALLENSTEIN,0,Königsberg,Preussen,KON,1351.266,0.0,1866,393,53835,1159,324,5994,25496,1
3238,Landkreis,Braunsberg,BRAUNSBERG,0,Königsberg,Preussen,KON,942.28241,20.34,1866,859,51326,2338,252,6848,26818,1
3239,Landkreis,Fischhausen,FISCHHAUSEN,0,Königsberg,Preussen,KON,1079.0017,35.099998,1866,241,46791,1322,79,3534,24961,1
3240,Landkreis,Friedland,FRIEDLAND,0,Königsberg,Preussen,KON,928.65039,26.139999,1866,869,44906,1649,204,5236,26630,1
3241,Landkreis,Gerdauen,GERDAUEN,0,Königsberg,Preussen,KON,857.07208,0.0,1866,355,41711,1071,120,5226,27410,1
3242,Landkreis,Heiligenbeil,HEILIGENBEIL,0,Königsberg,Preussen,KON,913.43024,42.779999,1866,485,45059,1756,245,5144,22348,1
3243,Landkreis,Heilsberg,HEILSBERG,0,Königsberg,Preussen,KON,1094.4568,0.0,1866,307,52727,1388,195,7436,32571,1
3244,Landkreis,Königsberg,KONIGSBERG,1,Königsberg,Preussen,KON,1065.9343,72.379997,1866,469,50142,1069,253,4312,33450,1
3245,Stadtkreis,Königsberg,KONIGSBERG,2,Königsberg,Preussen,KON,5.8585095,3.2,1866,2017,96996,8366,1393,18227,1274,0
3246,Landkreis,Labiau,LABIAU,0,Königsberg,Preussen,KON,1074.3574,0.0,1866,219,50198,1671,171,5660,39331,1
3247,Landkreis,Memel,MEMEL,0,Königsberg,Preussen,KON,853.02881,0.0,1866,220,54949,2454,98,8992,22079,1
3248,Landkreis,Mohrungen,MOHRUNGEN,0,Königsberg,Preussen,KON,1270.5565,0.0,1866,65,55725,1533,139,7632,31356,1
3249,Landkreis,Neidenburg,NEIDENBURG,0,Königsberg,Preussen,KON,1670.9017,0.0,1866,100,50223,1119,146,4073,30528,1
3250,Landkreis,Ortelsburg,ORTELSBURG,0,Königsberg,Preussen,KON,1727.8223,0.0,1866,334,60163,1029,226,6217,31547,1
3251,Landkreis,Osterode,OSTERODE,0,Königsberg,Preussen,KON,1546.5674,0.0,1866,51,61055,1342,234,7494,32855,1
3252,Landkreis,Eylau,PREUSSISCH EYLAU,0,Königsberg,Preussen,KON,1197.3112,33.439999,1866,170,56929,1404,224,5482,30230,1
3253,Landkreis,Pr. Holland,PREUSSISCH HOLLAND,0,Königsberg,Preussen,KON,873.05249,23.35,1866,338,44152,1355,148,6992,27807,1
3254,Landkreis,Rastenburg,RASTENBURG,0,Königsberg,Preussen,KON,870.7832,0.0,1866,443,43037,1292,175,5876,27754,1
3255,Landkreis,Rössel,ROSSEL,0,Königsberg,Preussen,KON,849.55109,0.0,1866,554,46905,1624,85,5893,24381,1
3256,Landkreis,Wehlau,WEHLAU,0,Königsberg,Preussen,KON,1086.2452,28.32,1866,565,48763,1794,869,6793,31545,1
3257,Landkreis,Belgard,BELGARD,0,Köslin,Pommern,KOS,1136.3662,43.990002,1866,307,43020,1421,164,1663,18875,1
3258,Landkreis,Bütow,BUTOW,0,Köslin,Pommern,KOS,603.99982,0.0,1866,45,24703,585,72,1621,7851,1
3259,Landkreis,Dramburg,DRAMBURG,0,Köslin,Pommern,KOS,1184.65,0.0,1866,116,37236,1205,606,2657,17902,1
3260,Landkreis,Fürstenthum/Kolberg-Korlin,FURSTENTUM,0,Köslin,Pommern,KOS,2437.4497,40.900002,1866,564,107476,4395,639,9455,55375,1
3261,Landkreis,Lauenburg,LAUENBURG,0,Köslin,Pommern,KOS,1225.8838,0.0,1866,116,43302,1312,173,5404,27283,1
3262,Landkreis,Neustettin,NEUSTETTIN,0,Köslin,Pommern,KOS,2015.3318,0.0,1866,398,71344,2009,422,6031,30404,1
3263,Landkreis,Rummelsburg,RUMMELSBURG,0,Köslin,Pommern,KOS,1102.1459,0.0,1866,80,32597,792,455,3457,16673,1
3264,Landkreis,Schiefelbein,SCHIVELBEIN,0,Köslin,Pommern,KOS,517.45447,18.23,1866,151,21011,687,100,787,11071,1
3265,Landkreis,Schlawe,SCHLAWE,0,Köslin,Pommern,KOS,1684.839,0.0,1866,336,76211,2766,227,8878,38786,1
3266,Landkreis,Stolp,STOLP,0,Köslin,Pommern,KOS,2225.0515,0.0,1866,215,88991,2682,551,12910,53764,1
3267,Landkreis,Bolkenhain,BOLKENHAIN,0,Liegnitz,Schlesien,LIE,361.76431,0.0,1866,357,31850,3157,3636,3336,13631,1
3268,Landkreis,Bunzlau,BUNZLAU,0,Liegnitz,Schlesien,LIE,1021.5738,42.029999,1866,19,59828,15996,1085,8371,19520,1
3269,Landkreis,Freistadt,FREISTADT,0,Liegnitz,Schlesien,LIE,917.62573,0.0,1866,3,51388,2484,867,8953,25790,1
3270,Landkreis,Glogau,GLOGAU,0,Liegnitz,Schlesien,LIE,981.75165,36.380001,1866,91,71216,3446,694,10602,30217,1
3271,Landkreis,Goldberg-Hynau,GOLDBERG-HAINAU,0,Liegnitz,Schlesien,LIE,593.94513,21.389999,1866,254,49854,3033,982,7204,23620,1
3272,Landkreis,Görlitz,GORLITZ,0,Liegnitz,Schlesien,LIE,890.09601,81.480003,1866,140,82902,5476,1748,8539,31068,1
3273,Landkreis,Grünberg,GRUNBERG,0,Liegnitz,Schlesien,LIE,886.04932,0.0,1866,11,50848,2327,1539,6235,23819,1
3274,Landkreis,Hirschberg,HIRSCHBERG,0,Liegnitz,Schlesien,LIE,615.38757,24.33,1866,337,60591,8988,4940,6329,9893,1
3275,Landkreis,Hoyerswerda,HOYERSWERDA,0,Liegnitz,Schlesien,LIE,875.54047,0.0,1866,10,33918,1286,498,2471,19291,1
3276,Landkreis,Jauer,JAUER,0,Liegnitz,Schlesien,LIE,357.61102,17.17,1866,225,33596,4662,573,4344,13421,1
3277,Landkreis,Landshut,LANDESHUT,0,Liegnitz,Schlesien,LIE,404.59125,0.0,1866,544,38608,5308,11732,4396,10441,1
3278,Landkreis,Lauban,LAUBAN,0,Liegnitz,Schlesien,LIE,490.68335,37.130001,1866,3,63440,11263,10914,5242,18067,1
3279,Landkreis,Liegnitz,LIEGNITZ,0,Liegnitz,Schlesien,LIE,620.69739,38.41,1866,624,66613,6629,986,10111,26834,1
3280,Landkreis,Löwenberg,LOWENBERG,0,Liegnitz,Schlesien,LIE,751.98816,20.639999,1866,19,66850,17261,1191,7081,18926,1
3281,Landkreis,Lüben,LUBEN,0,Liegnitz,Schlesien,LIE,652.18481,0.0,1866,33,33504,1443,278,4014,17849,1
3282,Landkreis,Rothenburg,ROTHENBURG,0,Liegnitz,Schlesien,LIE,1077.8373,0.0,1866,2,49504,1973,783,6754,28358,1
3283,Landkreis,Sagan,SAGAN,0,Liegnitz,Schlesien,LIE,1127.7753,22.799999,1866,2,54917,2748,1833,4942,18635,1
3284,Landkreis,Schönau,SCHONAU,0,Liegnitz,Schlesien,LIE,352.32706,0.0,1866,27,26935,3838,1479,3540,10061,1
3285,Landkreis,Sprottau,SPROTTAU,0,Liegnitz,Schlesien,LIE,704.29852,28.77,1866,6,34054,1700,1484,3377,15086,1
3286,Landkreis,Aschersleben,ASCHERSLEBEN,0,Magdeburg,Sachsen,MAG,423.44528,22.82,1866,1041,54182,4344,3532,8445,9625,1
3287,Landkreis,Gardelegen,GARDELEGEN,0,Magdeburg,Sachsen,MAG,1311.6268,0.0,1866,44,49351,2722,922,6023,18409,1
3288,Landkreis,"Halberstadt, Stadt und Land",HALBERSTADT,0,Magdeburg,Sachsen,MAG,496.04877,13.71,1866,27,55216,4310,1503,8269,22022,1
3289,Landkreis,Jerichow I,JERICHOW I,0,Magdeburg,Sachsen,MAG,1402.2214,34.650002,1866,163,63331,3697,3636,9432,22748,1
3290,Landkreis,Jerichow II,JERICHOW II,0,Magdeburg,Sachsen,MAG,1398.6481,38.41,1866,5,54046,2021,1198,6216,23494,1
3291,Landkreis,Kalbe,KALBE,0,Magdeburg,Sachsen,MAG,520.15619,54.98,1866,1558,71007,3525,3407,9586,12040,1
3292,Stadtkreis,"Magdeburg mit Neustadt, Bruckau und Sudenburg",MAGDEBURG,2,Magdeburg,Sachsen,MAG,73.009628,9.3999996,1866,626,93527,8214,5606,15434,2135,0
3293,Landkreis,Neuhaldensleben,NEUHALDENSLEBEN,0,Magdeburg,Sachsen,MAG,691.18927,3.77,1866,78,48308,2729,708,6165,15809,1
3294,Landkreis,Oschersleben,OSCHERSLEBEN,0,Magdeburg,Sachsen,MAG,523.22778,38.060001,1866,271,43875,2391,1696,5282,14013,1
3295,Landkreis,Osterburg,OSTERBURG,0,Magdeburg,Sachsen,MAG,1127.2377,34.869999,1866,0,46138,2417,256,5143,29330,1
3296,Landkreis,Salzwedel,SALZWEDEL,0,Magdeburg,Sachsen,MAG,1193.9258,0.0,1866,97,47222,2503,950,3775,17656,1
3297,Landkreis,Stendal,STENDAL,0,Magdeburg,Sachsen,MAG,897.33148,33.07,1866,15,47237,2541,456,5263,22933,1
3298,Landkreis,Wanzleben,WANZLEBEN,0,Magdeburg,Sachsen,MAG,536.31915,37.060001,1866,892,62747,3074,4431,9995,14946,1
3299,Landkreis,Wernigerode,WERNIGERODE,0,Magdeburg,Sachsen,MAG,253.55292,0.0,1866,0,21227,1382,733,2808,4383,1
3300,Landkreis,Wolmirstedt,WOLMIRSTEDT,0,Magdeburg,Sachsen,MAG,705.36163,42.93,1866,134,48261,2158,2356,7602,17819,1
3301,Landkreis,Deutsch-Krone,DEUTSCH KRONE,0,Marienwerder,Preussen,MAR,2151.3247,3.3900001,1866,513,63332,1962,456,10769,16205,1
3302,Landkreis,Flatow,FLATOW,0,Marienwerder,Preussen,MAR,1550.8879,0.0,1866,957,61056,1461,376,5848,29766,1
3303,Landkreis,Graudenz,GRAUDENZ,0,Marienwerder,Preussen,MAR,866.39594,0.0,1866,544,55595,1811,409,6308,27187,1
3304,Landkreis,Konitz,KONITZ,0,Marienwerder,Preussen,MAR,2263.0208,0.0,1866,959,68511,1160,295,9393,22487,1
3305,Landkreis,Kulm,KULM,0,Marienwerder,Preussen,MAR,925.13623,0.0,1866,161,50449,1438,115,7266,24000,1
3306,Landkreis,Löbau,LOBAU,0,Marienwerder,Preussen,MAR,995.22272,0.0,1866,99,47190,833,92,2766,23569,1
3307,Landkreis,Marienwerder,MARIENWERDER,0,Marienwerder,Preussen,MAR,952.81775,13.56,1866,507,65787,2368,332,12222,30257,1
3308,Landkreis,Rosenberg,ROSENBERG,0,Marienwerder,Preussen,MAR,1028.553,0.0,1866,507,49711,1973,292,5618,24794,1
3309,Landkreis,Schlochau,SCHLOCHAU,0,Marienwerder,Preussen,MAR,2137.239,0.0,1866,256,59663,1452,292,6320,28353,1
3310,Landkreis,Schwetz,SCHWETZ,0,Marienwerder,Preussen,MAR,1695.3486,53.720001,1866,152,70681,1670,324,8469,32725,1
3311,Landkreis,Strasburg,STRASBURG,0,Marienwerder,Preussen,MAR,1373.4063,0.0,1866,91,60899,1516,130,6752,40803,1
3312,Landkreis,Stuhm,STUHM,0,Marienwerder,Preussen,MAR,632.46448,0.0,1866,326,40158,1075,47,5094,21712,1
3313,Landkreis,Thorn,THORN,0,Marienwerder,Preussen,MAR,1122.554,27.870001,1866,105,62706,1988,384,8022,29555,1
3314,Landkreis,Bitterfeld,BITTERFELD,0,Merseburg,Sachsen,MER,630.11115,50.84,1866,279,48672,2824,1218,8248,13869,1
3315,Landkreis,Delitzsch,DELITZSCH,0,Merseburg,Sachsen,MER,769.45612,25.08,1866,144,57440,3823,1950,7312,25042,1
3316,Landkreis,Eckartsberga,ECKARTSBERGA,0,Merseburg,Sachsen,MER,583.41663,0.0,1866,147,40634,2192,317,6048,20506,1
3317,Stadtkreis,Halle,HALLE,2,Merseburg,Sachsen,MER,4.376637,2.7,1866,1505,48754,4241,795,6118,1935,0
3318,Landkreis,Liebenwerda,LIEBENWERDA,0,Merseburg,Sachsen,MER,815.99756,23.5,1866,158,43514,2467,869,4649,16854,1
3319,Landkreis,Mansfeld Gebirg,MANSFELDER GEBIRGSKR,0,Merseburg,Sachsen,MER,505.71588,0.0,1866,31,41202,2534,624,5012,7953,1
3320,Landkreis,Mansfeld See,MANSFELDER SEEKREIS,0,Merseburg,Sachsen,MER,587.96588,32.630001,1866,1350,61205,3359,735,8144,22077,1
3321,Landkreis,Merseburg,MERSEBURG,0,Merseburg,Sachsen,MER,641.10468,36.509998,1866,564,62576,3818,698,6773,28474,1
3322,Landkreis,Naumburg,NAUMBURG,0,Merseburg,Sachsen,MER,156.58984,17.5,1866,221,25716,2135,320,2827,9506,1
3323,Landkreis,Querfurt,QUERFURT,0,Merseburg,Sachsen,MER,653.84528,1.51,1866,896,51470,2765,527,7354,26239,1
3324,Landkreis,Saalkreis,SAALKREIS,0,Merseburg,Sachsen,MER,535.15021,59.580002,1866,1218,59747,2508,1391,7457,17280,1
3325,Landkreis,Sangerhausen mit der Grafschaft Stolberg,SANGERHAUSEN,0,Merseburg,Sachsen,MER,788.77576,48.959999,1866,85,66099,2983,907,9130,15892,1
